MM,YYYY,Date,HRS,MIN,Nest_Type,Nest_Disturbance,Y,X
8,2023,8/10/2023,1,16,False_Crawls,Non_Nesting,-3.0697439,126.6244292
8,2023,8/11/2023,4,30,False_Crawls,Non_Nesting,-3.0690743,126.6179633
8,2023,8/11/2023,5,25,Nest,Secure,-3.0719743,126.5664365
8,2023,8/13/2023,22,50,False_Crawls,Non_Nesting,-3.0722331,126.5466839
8,2023,8/15/2023,2,20,Nest,Secure,-3.068066,126.6120055
8,2023,8/15/2023,23,41,Nest,Secure,-3.070248,126.6287963
8,2023,8/16/2023,7,59,Nest,Secure,-3.06421,126.6022737
8,2023,8/17/2023,6,30,False_Crawls,Non_Nesting,-3.0689207,126.5875446
8,2023,8/19/2023,23,25,False_Crawls,Non_Nesting,-3.0698289,126.6248917
8,2023,8/20/2023,21,15,Nesting_Individu,Secure,-3.0719475,126.5653432
8,2023,8/23/2023,22,14,Nesting_Individu,Secure,-3.0697183,126.6240967
8,2023,8/24/2023,4,20,Nesting_Individu,Secure,-3.0696805,126.6244047
8,2023,8/25/2023,6,43,Nest,Secure,-3.0653818,126.6055757
8,2023,8/25/2023,3,20,Nest,Secure,-3.0698104,126.6259425
8,2023,8/26/2023,4,30,Nesting_Individu,Secure,-3.0687473,126.6161126
8,2023,8/29/2023,23,0,Nesting_Individu,Secure,-3.0697231,126.6235804
8,2023,8/30/2023,2,0,False_Crawls,Non_Nesting,-3.0724482,126.543149
8,2023,8/31/2023,21,0,Nesting_Individu,Secure,-3.071931,126.5649374
9,2023,9/4/2023,21,32,False_Crawls,Non_Nesting,-3.0688958,126.6155072
9,2023,9/11/2023,22,21,Nest,Secure,-3.069097,126.618511
9,2023,9/12/2023,22,13,Nesting_Individu,Secure,-3.065062,126.6049898
9,2023,9/18/2023,22,10,Nesting_Individu,Secure,-3.069217,126.6192913
